courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
10275436,0,2100076446311351632,121.428117,39.153876,PICKUP,1583454632
10275436,0,2100076446311351632,121.428117,39.153876,DELIVERY,1583454931
10275436,0,2100076445057975632,121.428117,39.153876,DELIVERY,0
10275436,0,2100076446416602969,121.428117,39.153876,DELIVERY,0
10275436,0,2100076445746169689,121.428117,39.153876,PICKUP,0
10275436,0,2100076446416602969,121.428117,39.153876,PICKUP,0
10275436,0,2100076446391600464,121.428117,39.153876,PICKUP,0
10275436,0,2100076446391600464,121.428117,39.153876,DELIVERY,0
10275436,0,2100076445746169689,121.428117,39.153876,DELIVERY,0
10275436,0,2100076445057975632,121.428117,39.153876,PICKUP,0
124612641,0,2100076452386407820,121.570969,39.134931,PICKUP,1583463579
124612641,0,2100076456742127146,121.570969,39.134931,PICKUP,1583463581
124612641,0,2100076457740239955,121.570969,39.134931,PICKUP,1583463677
124612641,0,2100076456742127146,121.570969,39.134931,DELIVERY,1583464064
124612641,0,2100076457740239955,121.570969,39.134931,DELIVERY,1583464350
124612641,0,2100076452386407820,121.570969,39.134931,DELIVERY,1583464473
124612641,0,2100076460051924716,121.570969,39.134931,PICKUP,1583464778
124612641,0,2100076460051924716,121.570969,39.134931,DELIVERY,1583465233
124612641,0,2100076459954931657,121.570969,39.134931,PICKUP,1583465330
124612641,0,2100076462924432761,121.570969,39.134931,PICKUP,0
124612641,0,2100076462924432761,121.570969,39.134931,DELIVERY,0
124612641,0,2100076459954931657,121.570969,39.134931,DELIVERY,0
124612641,0,2100076459633247451,121.570969,39.134931,DELIVERY,0
124612641,0,2100076459633247451,121.570969,39.134931,PICKUP,0
124612641,2,2100076451168913393,121.571009,39.135093,PICKUP,1583474734
124612641,2,2100076488722089270,121.571009,39.135093,PICKUP,1583475376
124612641,2,2100076451168913393,121.571009,39.135093,DELIVERY,0
124612641,2,2100076490036872769,121.571009,39.135093,DELIVERY,0
124612641,2,2100076488722089270,121.571009,39.135093,DELIVERY,0
124612641,2,2100076490036872769,121.571009,39.135093,PICKUP,0
124612641,4,2100076508588279494,121.570996,39.135151,PICKUP,1583487342
124612641,4,2100076508588279494,121.570996,39.135151,DELIVERY,1583487995
124612641,4,2100076512275170641,121.570996,39.135151,PICKUP,1583489150
