courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
124124649,1,2100076248623449730,121.574559,39.167245,PICKUP,1583233290
124124649,1,2100076248623449730,121.574559,39.167245,DELIVERY,1583233653
124124649,1,2100076249292310043,121.574559,39.167245,PICKUP,1583233912
124124649,1,2100076249292310043,121.574559,39.167245,DELIVERY,1583234159
124124649,1,2100076250374637115,121.574559,39.167245,DELIVERY,0
124124649,1,2100076251295680059,121.574559,39.167245,PICKUP,0
124124649,1,2100076251295680059,121.574559,39.167245,DELIVERY,0
124124649,1,2100076250374637115,121.574559,39.167245,PICKUP,0
10488513,1,2100076189491791210,121.45468,39.10621,PICKUP,1583204544
10488513,1,2100076189491791210,121.45468,39.10621,DELIVERY,1583204894
10488513,1,2100076192000771809,121.45468,39.10621,PICKUP,1583205365
10488513,1,2100076192000771809,121.45468,39.10621,DELIVERY,1583206058
10488513,1,2100076194388837935,121.45468,39.10621,PICKUP,1583206148
10488513,1,2100076194388837935,121.45468,39.10621,DELIVERY,1583206498
10488513,1,2100076197317903372,121.45468,39.10621,PICKUP,1583206699
10488513,1,2100076198862455820,121.45468,39.10621,PICKUP,0
10488513,1,2100076198862455820,121.45468,39.10621,DELIVERY,0
10488513,1,2100076197317903372,121.45468,39.10621,DELIVERY,0
10488513,7,2100076237876856110,121.454049,39.091008,PICKUP,1583228775
10488513,7,2100076237973062706,121.454049,39.091008,PICKUP,1583228776
10488513,7,2100076232727136144,121.454049,39.091008,PICKUP,1583229076
10488513,7,2100076237876856110,121.454049,39.091008,DELIVERY,1583229330
10488513,7,2100076237973062706,121.454049,39.091008,DELIVERY,1583229464
10488513,7,2100076239868659480,121.454049,39.091008,PICKUP,1583229926
10488513,7,2100076239868659480,121.454049,39.091008,DELIVERY,1583230126
10488513,7,2100076241405511409,121.454049,39.091008,PICKUP,0
10488513,7,2100076232727136144,121.454049,39.091008,DELIVERY,0
10488513,7,2100076241405511409,121.454049,39.091008,DELIVERY,0
10518924,3,2100076216213079791,121.477156,39.068398,PICKUP,1583214120
10518924,3,2100076217280890607,121.477156,39.068398,PICKUP,1583214516
10518924,3,2100076217344984815,121.477156,39.068398,PICKUP,1583214924
10518924,3,2100076217344984815,121.477156,39.068398,DELIVERY,0
10518924,3,2100076216213079791,121.477156,39.068398,DELIVERY,0
10518924,3,2100076217280890607,121.477156,39.068398,DELIVERY,0
10386183,3,2100076204882625870,121.460817,39.175959,PICKUP,1583208752
10386183,3,2100076203670898545,121.460817,39.175959,PICKUP,1583208951
10386183,3,2100076204882625870,121.460817,39.175959,DELIVERY,1583209168
10386183,3,2100076203670898545,121.460817,39.175959,DELIVERY,1583209464
10386183,3,2100076207826076715,121.460817,39.175959,DELIVERY,0
10386183,3,2100076206216119339,121.460817,39.175959,DELIVERY,0
10386183,3,2100076206216119339,121.460817,39.175959,PICKUP,0
10386183,3,2100076207826076715,121.460817,39.175959,PICKUP,0
118891361,1,2100076204268651740,121.465041,39.158336,PICKUP,1583210064
118891361,1,2100076205604865152,121.465041,39.158336,PICKUP,1583210066
118891361,1,2100076206206059531,121.465041,39.158336,PICKUP,1583210068
118891361,1,2100076204532335627,121.465041,39.158336,PICKUP,1583210069
118891361,1,2100076206093435948,121.465041,39.158336,PICKUP,1583210071
118891361,1,2100076204268651740,121.465041,39.158336,DELIVERY,1583210415
118891361,1,2100076205604865152,121.465041,39.158336,DELIVERY,1583210492
118891361,1,2100076206950286410,121.465041,39.158336,PICKUP,0
118891361,1,2100076204532335627,121.465041,39.158336,DELIVERY,0
118891361,1,2100076209506452700,121.465041,39.158336,DELIVERY,0
118891361,1,2100076206206059531,121.465041,39.158336,DELIVERY,0
118891361,1,2100076206950286410,121.465041,39.158336,DELIVERY,0
118891361,1,2100076206093435948,121.465041,39.158336,DELIVERY,0
118891361,1,2100076209506452700,121.465041,39.158336,PICKUP,0
118891361,7,2100076240888562816,121.469904,39.170629,PICKUP,1583229894
118891361,7,2100076236676137995,121.469904,39.170629,PICKUP,1583229897
118891361,7,2100076237311050892,121.469904,39.170629,PICKUP,1583229899
118891361,7,2100076239332935171,121.469904,39.170629,DELIVERY,0
118891361,7,2100076237679134167,121.469904,39.170629,DELIVERY,0
118891361,7,2100076239332935171,121.469904,39.170629,PICKUP,0
118891361,7,2100076240888562816,121.469904,39.170629,DELIVERY,0
118891361,7,2100076237311050892,121.469904,39.170629,DELIVERY,0
118891361,7,2100076237679134167,121.469904,39.170629,PICKUP,0
118891361,7,2100076236676137995,121.469904,39.170629,DELIVERY,0
116479041,1,2100076201815540746,121.469755,39.158623,PICKUP,1583207979
116479041,1,2100076203771528361,121.469755,39.158623,PICKUP,1583208118
116479041,1,2100076201416427035,121.469755,39.158623,PICKUP,0
116479041,1,2100076203771528361,121.469755,39.158623,DELIVERY,0
116479041,1,2100076201416427035,121.469755,39.158623,DELIVERY,0
116479041,1,2100076201815540746,121.469755,39.158623,DELIVERY,0
109511434,1,2100076187462010025,121.552071,39.11152,PICKUP,1583203639
109511434,1,2100076189008823462,121.552071,39.11152,PICKUP,1583204456
109511434,1,2100076189008823462,121.552071,39.11152,DELIVERY,0
109511434,1,2100076187462010025,121.552071,39.11152,DELIVERY,0
109511434,1,2100076188370830502,121.552071,39.11152,DELIVERY,0
109511434,1,2100076188370830502,121.552071,39.11152,PICKUP,0
109511434,5,2100076230017614999,121.547491,39.111696,PICKUP,1583225172
109511434,5,2100076230693520542,121.547491,39.111696,PICKUP,1583226298
109511434,5,2100076230693520542,121.547491,39.111696,DELIVERY,0
109511434,5,2100076230113756729,121.547491,39.111696,DELIVERY,0
109511434,5,2100076230017614999,121.547491,39.111696,DELIVERY,0
109511434,5,2100076230113756729,121.547491,39.111696,PICKUP,0
113666817,1,2100076216633918523,121.456298,39.18475,PICKUP,1583215053
113666817,1,2100076216633918523,121.456298,39.18475,DELIVERY,1583215256
113666817,1,2100076215649830407,121.456298,39.18475,PICKUP,1583216118
113666817,1,2100076217655395847,121.456298,39.18475,PICKUP,1583216121
113666817,1,2100076215709206023,121.456298,39.18475,DELIVERY,0
113666817,1,2100076215649830407,121.456298,39.18475,DELIVERY,0
113666817,1,2100076215709206023,121.456298,39.18475,PICKUP,0
113666817,1,2100076217655395847,121.456298,39.18475,DELIVERY,0
113666817,3,2100076234879337991,121.456776,39.184694,PICKUP,1583228807
113666817,3,2100076239778907874,121.456776,39.184694,PICKUP,1583229304
113666817,3,2100076238523762327,121.456776,39.184694,PICKUP,1583229305
113666817,3,2100076235477321367,121.456776,39.184694,PICKUP,1583229307
113666817,3,2100076234879337991,121.456776,39.184694,DELIVERY,0
113666817,3,2100076238523762327,121.456776,39.184694,DELIVERY,0
113666817,3,2100076239778907874,121.456776,39.184694,DELIVERY,0
113666817,3,2100076235477321367,121.456776,39.184694,DELIVERY,0
117054081,1,2100076220039955467,121.389554,39.246416,PICKUP,1583218451
117054081,1,2100076221552100363,121.389554,39.246416,PICKUP,1583218452
117054081,1,2100076221552100363,121.389554,39.246416,DELIVERY,1583219598
117054081,1,2100076220039955467,121.389554,39.246416,DELIVERY,1583219682
117054081,1,2100076224727254027,121.389554,39.246416,PICKUP,1583220521
117054081,1,2100076223179719691,121.389554,39.246416,PICKUP,0
117054081,1,2100076224727254027,121.389554,39.246416,DELIVERY,0
117054081,1,2100076223179719691,121.389554,39.246416,DELIVERY,0
117054081,1,2100076221026206731,121.389554,39.246416,PICKUP,0
117054081,1,2100076221026206731,121.389554,39.246416,DELIVERY,0
105226074,1,2100076196390110392,121.486026,39.192841,PICKUP,1583207283
105226074,1,2100076192518113216,121.486026,39.192841,PICKUP,1583207378
105226074,1,2100076192518113216,121.486026,39.192841,DELIVERY,1583207844
105226074,1,2100076196390110392,121.486026,39.192841,DELIVERY,1583207967
105226074,1,2100076201053161085,121.486026,39.192841,PICKUP,1583209013
105226074,1,2100076203002660477,121.486026,39.192841,PICKUP,1583209016
105226074,1,2100076201960408701,121.486026,39.192841,PICKUP,1583209032
105226074,1,2100076201053161085,121.486026,39.192841,DELIVERY,0
105226074,1,2100076201960408701,121.486026,39.192841,DELIVERY,0
105226074,1,2100076201926330271,121.486026,39.192841,DELIVERY,0
105226074,1,2100076201926330271,121.486026,39.192841,PICKUP,0
105226074,1,2100076203002660477,121.486026,39.192841,DELIVERY,0
105226074,5,2100076241448764954,121.478857,39.199134,PICKUP,1583230200
105226074,5,2100076240268658434,121.478857,39.199134,PICKUP,1583231363
105226074,5,2100076242153572098,121.478857,39.199134,PICKUP,0
105226074,5,2100076242153572098,121.478857,39.199134,DELIVERY,0
105226074,5,2100076241448764954,121.478857,39.199134,DELIVERY,0
105226074,5,2100076240268658434,121.478857,39.199134,DELIVERY,0
118248009,1,2100076181572782018,121.41977,39.19987,PICKUP,1583205724
118248009,1,2100076191255725376,121.41977,39.19987,PICKUP,1583205726
118248009,1,2100076191255725376,121.41977,39.19987,DELIVERY,0
118248009,1,2100076192160712495,121.41977,39.19987,DELIVERY,0
118248009,1,2100076192160712495,121.41977,39.19987,PICKUP,0
