courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
117108873,2,2100076109462537657,121.539566,39.134662,PICKUP,1583118990.293040
117108873,6,2100076165408490708,121.531429,39.125733,PICKUP,1583147286.909285
10081729,0,2100076099152316283,121.532416,39.153693,PICKUP,1583111630.464515
10081729,2,2100076117392721787,121.519200,39.151162,PICKUP,1583120833.878640
10081729,4,2100076157175792929,121.536737,39.160385,PICKUP,1583144888.643475
113977305,0,2100076115730826513,121.525104,39.212165,DELIVERY,1583121300.655669
113419889,2,2100076126477911084,121.604108,39.189506,PICKUP,1583123964.403398
118970329,0,2100076115452494968,122.238437,39.366399,PICKUP,1583120441.926710
120551017,2,2100076125198255107,121.418770,39.199839,PICKUP,1583123733.367003
120551017,4,2100076169745761771,121.429551,39.201285,PICKUP,1583151362.059036
118811593,0,2100076112959735583,121.478268,39.138963,PICKUP,1583120200.073643
10670465,0,2100076113158866450,121.487149,39.117880,PICKUP,1583120148.537512
10670465,2,2100076131341108711,121.489609,39.128199,PICKUP,1583126051.696568
10670465,4,2100076149689026421,121.487847,39.128827,PICKUP,1583140289.550745
124274137,0,2100076113149527110,121.538097,39.178941,DELIVERY,1583120832.162264
106834122,0,2100076117241464042,121.574118,39.113611,DELIVERY,1583120991.800281
106834122,2,2100076152464082398,121.570222,39.115216,PICKUP,1583142284.705094
117054081,0,2100076110108754971,121.390134,39.247516,PICKUP,1583118880.972550
115025641,0,2100076110867497999,121.745365,39.527661,PICKUP,1583120152.778625
115025641,2,2100076142334313628,121.745370,39.527661,PICKUP,1583136702.379770
115025641,4,2100076173974865550,121.743600,39.547995,PICKUP,1583155760.838327
10323658,0,2100076118159754704,121.616265,39.181828,PICKUP,1583120997.153930
109772898,0,2100076139004691958,121.510814,39.169279,PICKUP,1583131995.625834
100076651,0,2100076114726356106,121.416660,39.175574,PICKUP,1583119791.273252
100076651,4,2100076145731011720,121.413080,39.202453,PICKUP,1583136425.819924
100076651,6,2100076159818401208,121.416644,39.175645,PICKUP,1583145052.010388
10614152,2,2100076126145775418,121.483154,39.205004,PICKUP,1583123053.775646
106205842,0,2100076098138015216,121.379757,39.062866,DELIVERY,1583109991.093306
106205842,4,2100076160218891760,121.402938,39.052800,DELIVERY,1583146654.584585
111069178,0,2100076098183727065,121.538044,39.172204,PICKUP,1583109421.363599
111069178,2,2100076104105134041,121.541463,39.167754,PICKUP,1583115931.274273
117027985,0,2100076109930825159,121.581518,39.211565,DELIVERY,1583119796.849896
100006950,2,2100076141339641107,121.411789,39.033671,PICKUP,1583135796.973359
10696554,0,2100076123055818331,121.480859,39.249917,PICKUP,1583122686.546876
111356426,2,2100076147913458938,121.752756,39.140196,DELIVERY,1583140256.962455
10148788,0,2100076115133760829,121.450194,39.217448,PICKUP,1583121025.855188
121974361,4,2100076162321810489,121.326982,38.979829,PICKUP,1583146853.696799
10386183,2,2100076128166642699,121.469526,39.170865,DELIVERY,1583128104.285617
10386183,4,2100076153586583043,121.468626,39.171018,DELIVERY,1583141970.101429
117054417,0,2100075987792069709,121.449907,39.095078,PICKUP,1583113012.653685
117054417,4,2100076130186266042,121.453329,39.105805,PICKUP,1583126609.501688
107874090,0,2100076100303586414,121.795742,39.156485,PICKUP,1583112137.638489
120130201,2,2100076102323111053,121.487345,39.115041,PICKUP,1583118425.665018
110944498,0,2100076099808331488,121.677350,39.068674,PICKUP,1583112363.050740
10328045,0,2100076099312551637,121.503236,39.198316,PICKUP,1583108911.984228
10328045,2,2100076118994061013,121.503205,39.198304,PICKUP,1583122354.256850
10328045,4,2100076137888843477,121.503339,39.198339,PICKUP,1583131056.252073
10328045,6,2100076156255471317,121.503264,39.198334,DELIVERY,1583144141.168743
10328045,8,2100076168296400597,121.499129,39.205310,PICKUP,1583150921.249610
117069353,0,2100076099697182304,121.672535,39.171305,DELIVERY,1583109808.061656
117069353,2,2100076125077767878,121.659710,39.158823,DELIVERY,1583123723.952218
10417888,0,2100076105458583014,121.484492,39.164972,PICKUP,1583115425.772258
10417888,2,2100076121309185124,121.482539,39.162556,PICKUP,1583122524.461309
123459073,0,2100076112216163587,121.575410,39.152015,DELIVERY,1583121351.785203
10609171,0,2100076118344336875,121.407890,39.190685,PICKUP,1583120626.118261
117160881,2,2100076137883665864,121.543372,39.083383,PICKUP,1583130497.361239
101266154,0,2100076105703326913,121.377977,39.122925,DELIVERY,1583119136.450591
102505146,0,2100076100560880912,121.531795,39.250823,PICKUP,1583108957.933913
102505146,2,2100076093576644047,121.549699,39.247150,PICKUP,1583113680.990157
102505146,4,2100076113834476816,121.549749,39.247033,PICKUP,1583120243.435972
102505146,6,2100076129126418036,121.549699,39.247150,PICKUP,1583124986.479271
123384985,0,2100076127508595719,121.525157,39.244647,PICKUP,1583124541.575521
10250573,0,2100076108381979933,121.526551,39.335220,PICKUP,1583117587.134310
10250573,4,2100076161314358727,121.552287,39.310611,DELIVERY,1583146471.678849
121957913,0,2100076121993807573,121.504278,39.200262,PICKUP,1583122285.177186
121957913,2,2100076136961935061,121.503551,39.200317,DELIVERY,1583131251.140084
121957913,4,2100076150787573461,121.503149,39.198402,PICKUP,1583140521.019946
101009538,0,2100076111770813731,121.799423,39.145361,PICKUP,1583119234.620858
101009538,2,2100076133604263483,121.786504,39.146960,DELIVERY,1583127186.577011
101009538,4,2100076154634831795,121.799501,39.145131,PICKUP,1583141737.710266
118667561,0,2100076110504461647,121.778755,39.094599,PICKUP,1583118978.163164
118667561,4,2100076164296509411,121.753895,39.099376,DELIVERY,1583148220.439135
101943338,0,2100076102103401705,121.675408,39.271064,PICKUP,1583114570.163153
10416004,0,2100076113791845540,121.465827,39.211356,PICKUP,1583122010.988750
10038649,0,2100076115454068727,121.356832,39.289585,DELIVERY,1583121706.149865
10038649,2,2100076153004591093,121.340471,39.295182,DELIVERY,1583142008.185615
117052073,2,2100076117336524137,121.450202,39.091562,PICKUP,1583120589.730674
10799255,0,2100076107044521236,121.594807,39.215203,PICKUP,1583118255.495368
10138087,0,2100076097137411708,121.429767,39.198966,DELIVERY,1583115186.321674
118673761,2,2100076114132534381,121.764668,39.102181,PICKUP,1583120384.086202
118673761,4,2100076157928703989,121.755382,39.096758,PICKUP,1583144289.933721
10762615,0,2100076110278166124,121.580164,39.149287,DELIVERY,1583119470.933851
10762615,4,2100076165781488786,121.579946,39.148747,PICKUP,1583148043.819115
116034321,0,2100076117855733268,121.557060,39.103644,PICKUP,1583121992.602513
116034321,4,2100076164156098239,121.557181,39.089551,DELIVERY,1583148454.338031
10405101,0,2100076104968242419,121.249028,38.952499,DELIVERY,1583120244.130479
10405101,2,2100076161949992857,121.238853,38.949020,PICKUP,1583146613.951430
10664091,0,2100076104068597627,121.528913,39.144093,PICKUP,1583116008.887669
10664091,2,2100076127205066434,121.520023,39.158770,PICKUP,1583123854.208365
10664091,6,2100076168081016046,121.506970,39.169348,PICKUP,1583149016.868451
10311341,0,2100076100259546793,121.707464,39.250262,PICKUP,1583110914.109889
10311341,8,2100076156126857150,121.707839,39.266812,PICKUP,1583145020.347824
112996714,0,2100076093203482369,121.365262,39.152412,PICKUP,1583111923.537075
118795745,0,2100076118989211179,121.484569,39.148065,PICKUP,1583121884.530614
118795745,2,2100076134268765671,121.487429,39.140415,DELIVERY,1583128737.220900
10650683,0,2100076095479285508,121.533695,39.199879,DELIVERY,1583112667.152894
10650683,2,2100076115850626710,121.514344,39.194579,DELIVERY,1583121566.427448
10650683,4,2100076157363848342,121.537625,39.201390,PICKUP,1583143990.707933
10650683,6,2100076169720760294,121.530086,39.204167,PICKUP,1583151012.412931
109903274,0,2100076109130499736,121.765803,39.398430,PICKUP,1583119125.736127
10164305,0,2100076113015309335,121.563479,39.112934,PICKUP,1583120277.185005
10164305,2,2100076130130789595,121.593874,39.111973,DELIVERY,1583126099.488669
100149376,2,2100076126493050414,121.457202,39.218749,PICKUP,1583123546.165389
10793094,0,2100076123900184411,121.701075,39.146078,PICKUP,1583122862.288162
117075241,2,2100076108529436016,121.976091,39.598271,DELIVERY,1583119621.737492
117075241,4,2100076124843377877,121.967609,39.606455,DELIVERY,1583124200.256406
117075241,6,2100076154354795531,121.960831,39.593825,PICKUP,1583142455.474500
10711258,0,2100076115171804278,121.552486,39.141586,PICKUP,1583120690.751448
10619176,0,2100076099674506299,121.425972,39.182649,DELIVERY,1583109663.199630
10619176,2,2100076108492146480,121.434501,39.212263,PICKUP,1583119150.882134
122881657,0,2100076117345699193,121.713009,39.144137,DELIVERY,1583121208.620331
122881657,2,2100076143443936270,121.725119,39.141938,PICKUP,1583135056.801170
117067361,4,2100076157734290461,121.661015,39.169390,PICKUP,1583144261.875860
114783777,0,2100076120924914910,121.373977,39.097421,PICKUP,1583122388.354318
10731534,0,2100076114073257219,121.353643,39.428177,PICKUP,1583120507.199468
10731534,4,2100076153991235545,121.353344,39.430296,PICKUP,1583142677.995664
118310905,0,2100076108410259201,121.251717,38.948950,PICKUP,1583117747.972179
10282135,0,2100076091718075911,121.458941,39.176684,PICKUP,1583114706.314909
10282135,4,2100076146736498183,121.458934,39.176109,PICKUP,1583139239.775189
107130514,0,2100076127011767763,121.233815,39.132255,DELIVERY,1583126137.094130
120601473,0,2100076099736962546,121.484218,39.186963,PICKUP,1583110794.569226
120601473,4,2100076150347138692,121.483070,39.197472,DELIVERY,1583139915.565333
120601473,6,2100076153583830976,121.485654,39.194739,DELIVERY,1583144436.299722
118918993,0,2100076115202934308,121.974177,39.594064,PICKUP,1583120342.945874
118918993,4,2100076149667955723,121.959116,39.592581,PICKUP,1583139624.843446
10208063,0,2100076091824145632,121.486594,39.024287,DELIVERY,1583114040.401670
10208063,2,2100076129933526770,121.481106,39.014492,PICKUP,1583125228.907572
10278503,2,2100076130341422962,121.643812,39.135319,DELIVERY,1583125763.944399
10278503,4,2100076173145540069,121.649143,39.141212,PICKUP,1583157427.695307
122942881,4,2100076175297218164,121.630438,39.134918,PICKUP,1583157811.727504
120991385,0,2100076116954187257,121.443642,38.979118,PICKUP,1583120634.249132
120991385,2,2100076129304774600,121.445000,38.971420,PICKUP,1583127016.710428
10335674,0,2100076119763453726,121.543144,39.079121,PICKUP,1583122328.474085
105974626,2,2100076151767532859,121.571001,39.135185,PICKUP,1583142840.995802
120550817,0,2100076114248631299,121.418699,39.199960,PICKUP,1583121028.095643
120550817,4,2100076166083970684,121.431553,39.198692,DELIVERY,1583148983.063669
110105858,0,2100076134635898457,121.524956,39.132388,PICKUP,1583128318.301157
110105858,4,2100076162996798741,121.546461,39.133508,PICKUP,1583147921.774459
117051577,0,2100076108503615413,121.231973,39.111668,PICKUP,1583118703.982739
117051577,6,2100076170804266401,121.223707,39.110081,PICKUP,1583152876.396173
118559025,0,2100076098711913907,121.213168,38.945510,PICKUP,1583109482.930935
117028241,0,2100076121071977594,121.320043,39.142728,PICKUP,1583122256.898167
117028241,2,2100076157751952871,121.299587,39.141000,PICKUP,1583144147.257308
118798201,6,2100076125473834770,121.494238,39.119695,DELIVERY,1583123940.747818
118798201,10,2100076162677277836,121.473757,39.133293,DELIVERY,1583148240.044549
114286177,0,2100076119676093544,121.569179,39.095623,PICKUP,1583121518.473869
114286177,2,2100076155932247632,121.569233,39.098096,DELIVERY,1583144051.157063
10781084,0,2100076098271348691,121.407000,39.084115,DELIVERY,1583116751.776580
10781084,2,2100076123443332233,121.426871,39.085804,PICKUP,1583122557.802999
125996858,0,2100076111113356623,121.446994,39.210705,PICKUP,1583118894.323477
