courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
124124649,1,2100076250374637115,121.574559,39.167245,PICKUP,1583234638.691301
10488513,1,2100076198862455820,121.454680,39.106210,PICKUP,1583206696.104922
10488513,7,2100076241405511409,121.454049,39.091008,PICKUP,1583230354.315982
10518924,3,2100076216213079791,121.477156,39.068398,DELIVERY,1583215301.132112
10386183,3,2100076206216119339,121.460817,39.175959,PICKUP,1583209851.103188
118891361,1,2100076204532335627,121.465041,39.158336,DELIVERY,1583210681.428297
118891361,7,2100076237679134167,121.469904,39.170629,PICKUP,1583230069.992722
116479041,1,2100076203771528361,121.469755,39.158623,DELIVERY,1583208317.684613
109511434,1,2100076188370830502,121.552071,39.111520,PICKUP,1583204499.502552
109511434,5,2100076230113756729,121.547491,39.111696,PICKUP,1583226317.083010
113666817,1,2100076215709206023,121.456298,39.184750,PICKUP,1583216249.999167
113666817,3,2100076239778907874,121.456776,39.184694,DELIVERY,1583229633.396603
117054081,1,2100076221026206731,121.389554,39.246416,PICKUP,1583220562.529890
105226074,1,2100076201926330271,121.486026,39.192841,PICKUP,1583209040.196512
105226074,5,2100076242153572098,121.478857,39.199134,PICKUP,1583231360.401320
118248009,1,2100076192160712495,121.419770,39.199870,PICKUP,1583205790.719656
103191818,3,2100076245015693182,121.539687,39.255214,DELIVERY,1583231890.046042
119285537,1,2100076201157100872,121.479769,39.072373,PICKUP,1583208092.498491
119285537,5,2100076228347463415,121.478248,39.067946,PICKUP,1583224212.031876
119285537,7,2100076251776747358,121.483973,39.064995,PICKUP,1583236492.713465
104989810,1,2100076203498309142,121.790503,39.112760,DELIVERY,1583209528.336571
104989810,3,2100076236856166396,121.798517,39.110392,PICKUP,1583228189.452955
110812290,1,2100076180333233854,121.528563,39.276989,PICKUP,1583200587.463763
118841633,1,2100076222522000523,121.465791,39.063779,PICKUP,1583219309.223783
106359898,3,2100076245169079829,121.424737,39.252250,PICKUP,1583232923.422152
117108625,1,2100076204796053116,121.430224,39.194790,PICKUP,1583210447.938469
10548799,1,2100076246685942847,121.446373,39.205697,PICKUP,1583232547.323590
116642425,1,2100076219589396286,121.388913,39.234838,PICKUP,1583216886.886070
116642425,3,2100076232821147545,121.379768,39.238680,PICKUP,1583227868.429800
103530058,1,2100076207160559266,121.460173,39.070254,DELIVERY,1583210419.054171
103530058,5,2100076238636942856,121.477954,39.078650,PICKUP,1583229990.917029
117672601,1,2100076207568390025,121.750821,39.096740,PICKUP,1583210190.865948
117672601,3,2100076227795125733,121.753760,39.111639,DELIVERY,1583224717.664036
117672601,5,2100076247153083682,121.743696,39.123950,PICKUP,1583233130.145183
116377137,1,2100076194130363888,121.959235,39.592693,PICKUP,1583206964.770525
112075042,1,2100076195027715248,121.623575,39.156325,PICKUP,1583207649.877738
112075042,3,2100076218164414393,121.614270,39.156302,DELIVERY,1583216012.783000
10098837,1,2100076223336154494,121.418426,39.204365,PICKUP,1583222064.864354
10098837,3,2100076240796419454,121.428429,39.197168,PICKUP,1583230165.296917
10477197,1,2100076187377075819,121.540456,39.064315,PICKUP,1583204087.171878
10127695,1,2100076235529717063,121.602477,39.133877,PICKUP,1583228812.325404
102505842,1,2100076230560941383,121.616106,39.190106,DELIVERY,1583227051.099594
10642055,1,2100076207859663972,121.549608,39.133585,PICKUP,1583210627.519889
114464161,3,2100076195288516253,121.447334,39.142445,PICKUP,1583207001.169827
10277311,1,2100076209557014209,121.528603,39.206870,PICKUP,1583210932.370019
