courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
10275436,0,2100076446416602969,121.428117,39.153876,PICKUP,1583455210.888451
124612641,0,2100076459954931657,121.570969,39.134931,DELIVERY,1583465591.388528
124612641,2,2100076490036872769,121.571009,39.135093,PICKUP,1583475586.530007
124612641,4,2100076511568234481,121.570996,39.135151,PICKUP,1583489188.407015
10671986,0,2100076449814447873,121.377246,39.146579,PICKUP,1583458336.179574
10671986,2,2100076470561343246,121.355117,39.147276,PICKUP,1583467296.880901
10545647,0,2100076457703638521,121.418752,39.260857,PICKUP,1583463646.797889
117779017,0,2100076456462910937,121.366330,39.125474,PICKUP,1583464214.459651
117779017,2,2100076497437198292,121.340246,39.119696,PICKUP,1583480694.106548
113980657,0,2100076472286578591,121.627526,39.164762,PICKUP,1583469001.008286
10415210,0,2100076459215094883,121.531279,39.116647,DELIVERY,1583465813.019235
109767250,0,2100076458097018641,121.527694,39.069423,PICKUP,1583465669.552712
102106834,0,2100076477549937848,121.533029,39.187066,PICKUP,1583469244.974844
102106834,4,2100076503845405863,121.499446,39.168731,PICKUP,1583485199.232020
10319201,0,2100076454755403532,121.759157,39.105568,DELIVERY,1583463587.738106
10319201,2,2100076483597272549,121.760825,39.111337,PICKUP,1583471118.915033
122775745,0,2100076477386491702,121.942758,39.596319,PICKUP,1583470287.452050
102505130,0,2100076443903264016,121.528260,39.258367,PICKUP,1583455378.932488
102505130,2,2100076453091411935,121.535424,39.255122,PICKUP,1583462152.619194
102505130,4,2100076473289705272,121.523424,39.243652,DELIVERY,1583468589.070418
102505130,6,2100076496438658608,121.550039,39.247007,PICKUP,1583480772.769983
118805233,0,2100076449609549560,121.601543,39.137397,PICKUP,1583460412.768499
10681905,0,2100076461743932509,121.561532,39.139936,DELIVERY,1583466177.294950
118798041,2,2100076452996482910,121.486840,39.140376,PICKUP,1583464648.300300
118798041,4,2100076493184828897,121.482253,39.142372,PICKUP,1583477269.702342
118798041,6,2100076510268360565,121.466074,39.141260,DELIVERY,1583488612.682536
10232969,0,2100076471786801083,121.481673,39.119312,PICKUP,1583467843.241559
10232969,4,2100076517241979994,121.465581,39.123070,PICKUP,1583490956.875794
118802473,2,2100076480796853977,121.525391,39.278738,PICKUP,1583471148.640488
118802473,8,2100076529336845660,121.524630,39.272480,PICKUP,1583497752.180372
10726147,2,2100076500624213496,121.474088,39.133886,PICKUP,1583481797.299130
10726147,4,2100076509669361056,121.485712,39.120966,PICKUP,1583487484.166326
10726147,6,2100076522218424318,121.456673,39.131822,DELIVERY,1583494018.259896
123948441,0,2100076411691828338,121.554601,39.051549,DELIVERY,1583458984.215084
10271563,2,2100076489500034821,121.499851,39.073600,DELIVERY,1583475227.364530
117451033,2,2100076499726927147,121.466843,39.094981,PICKUP,1583482023.171833
117451033,4,2100076513526449651,121.454965,39.095866,PICKUP,1583489909.432612
10386183,0,2100076444627208174,121.489746,39.154121,PICKUP,1583457482.773933
113067034,2,2100076460235949291,121.712611,39.143192,PICKUP,1583465569.970636
113067034,4,2100076482113373639,121.712609,39.143121,PICKUP,1583471134.975381
113067034,6,2100076488116274390,121.712602,39.143105,PICKUP,1583474674.781415
10720158,0,2100076465104258827,121.422938,39.154713,PICKUP,1583466316.048656
10720158,6,2100076523865835275,121.425343,39.160000,PICKUP,1583492786.931861
116479041,0,2100076456999650347,121.465389,39.159200,PICKUP,1583464897.342088
103530058,0,2100076464219588498,121.478294,39.069912,PICKUP,1583466271.147799
103530058,2,2100076506651920370,121.478207,39.074263,PICKUP,1583488710.555868
118778673,0,2100076448762463943,121.557702,39.183373,PICKUP,1583460640.859996
118778673,2,2100076474600555900,121.570748,39.180473,PICKUP,1583468378.844285
112607178,0,2100076468756382930,121.769834,39.352753,PICKUP,1583467439.404989
117010761,2,2100076525829817641,121.622646,39.065965,PICKUP,1583495681.134021
10476665,0,2100076444037875381,121.748569,39.100148,PICKUP,1583454547.823253
102449370,2,2100076483043526565,121.669427,39.228651,PICKUP,1583471480.434101
118427817,2,2100076476729951370,121.537469,39.201381,PICKUP,1583468897.980590
119149737,0,2100076452398663023,121.097638,38.912262,PICKUP,1583463369.649926
10748334,0,2100076459812390764,121.721892,39.349636,PICKUP,1583465764.547208
107130514,0,2100076464498214695,121.223604,39.129277,PICKUP,1583465921.489385
105676642,0,2100076449002260168,121.685677,39.298459,PICKUP,1583459611.153116
10642055,0,2100076459545822591,121.544862,39.135035,DELIVERY,1583465592.855304
106205842,0,2100076443517879792,121.403006,39.052828,DELIVERY,1583454674.601616
106205842,2,2100076471858398704,121.403045,39.052742,DELIVERY,1583470240.203249
106205842,4,2100076495951791600,121.403023,39.052831,DELIVERY,1583483244.584814
106205842,6,2100076527179859440,121.403053,39.052778,DELIVERY,1583494605.992145
104838370,0,2100076452229907942,121.483750,39.165334,PICKUP,1583461880.750681
104838370,2,2100076462872822884,121.485441,39.164172,PICKUP,1583466232.916592
104838370,4,2100076477499082214,121.484480,39.165148,PICKUP,1583468729.883226
104838370,6,2100076494480672230,121.483911,39.164825,PICKUP,1583477828.613972
114244561,0,2100076447070619639,121.386484,39.304917,PICKUP,1583459013.505209
106881682,0,2100076463928641249,121.436470,39.256701,PICKUP,1583467515.750784
10783757,0,2100076450377991630,121.360106,39.097094,PICKUP,1583461530.590173
10783757,2,2100076492545852878,121.368113,39.107421,DELIVERY,1583478291.456182
10783757,4,2100076505073256252,121.368340,39.107327,PICKUP,1583485629.772140
10783757,6,2100076522061464761,121.389280,39.098212,PICKUP,1583491748.772007
10135747,0,2100076445890151890,121.516446,39.164810,PICKUP,1583461819.001762
10359074,0,2100076492485985323,121.453324,38.981024,DELIVERY,1583478896.393802
117052073,0,2100076441585452638,121.439383,39.100204,PICKUP,1583460719.432467
117052073,2,2100076471109092354,121.442037,39.114104,DELIVERY,1583467470.208997
10126649,0,2100076445699409334,121.687397,39.140798,DELIVERY,1583456194.726233
10126649,2,2100076463024309686,121.687421,39.140811,DELIVERY,1583466555.299297
10126649,4,2100076487789315510,121.687729,39.140773,PICKUP,1583474880.512699
10126649,6,2100076504761697718,121.687463,39.140852,PICKUP,1583486405.636870
113152290,2,2100076469457224886,121.481623,39.119760,PICKUP,1583467795.580994
10443328,0,2100076487613712368,121.602530,39.203358,PICKUP,1583472935.651271
111254906,0,2100076470105638722,121.442459,39.099989,DELIVERY,1583468366.443110
