courier_id,level,speed,max_load
10513697,3,5.200227449567015,9
10656566,3,5.778374386219862,10
10711180,3,5.942209767053003,8
107672506,2,5.6764422226665046,6
10788423,3,6.090294665706727,9
117025081,3,5.243513018616326,7
117672601,3,5.868787864482176,8
118667561,3,6.006161566093928,11
114251905,2,5.659380842666709,11
116288617,3,5.625935705352107,8
119719617,3,6.0220967009625195,9
10126649,2,5.5026604193454745,3
102505146,3,5.219222180716392,12
10289729,2,5.342200837514409,9
10360357,2,5.587713235716955,6
111025498,3,5.722819259006493,10
118266025,3,5.523724320059624,9
112040778,2,5.408283266237097,3
119149737,3,6.168747780936615,9
121572297,3,5.822202766031901,6
10102738,3,6.185913868612911,8
105676642,3,6.39980494895378,10
100069773,3,5.9311852609089915,10
106108922,2,5.381287424269045,10
118559025,3,5.527816797640369,9
120948521,3,5.327201409923118,10
107699026,3,5.321129161679989,10
10322363,3,5.569820755382925,9
114811105,3,5.716965813290624,9
118322641,2,5.862267560388345,8
118792841,3,5.382413823197194,9
10760325,2,5.797682781794695,9
114286177,3,5.754057009054811,8
120561993,3,5.588030989846411,9
121788009,2,5.857111461464551,10
102010482,3,6.232001375285825,8
102106834,3,5.250983357418524,9
10748878,2,6.0873122765410415,8
10215664,2,5.385258214275674,9
112665362,1,5.624856149559785,11
115073537,3,6.110938109527029,10
116024137,1,5.673600647573696,2
117055625,2,5.830797997183161,7
118894089,3,4.99228306320363,9
125102361,3,5.020551414717137,8
125119169,3,5.169922499541196,7
10199051,3,5.530314641902026,9
10213217,3,6.100278414489296,11
10361752,3,5.562069265767285,9
10478035,2,5.776641416557563,9
118916329,3,5.570989129634592,8
119531657,3,5.587989242633551,7
120551017,3,5.592277784411995,13
102449370,2,5.089466088870729,9
117779017,3,4.12731012912933,8
118533225,2,5.5596854703007486,10
10232315,3,5.785082737449915,13
10626566,3,5.6101507145235905,10
10703923,2,5.74026887095781,9
117042865,3,6.373746303250871,6
10429491,3,5.671118351837049,12
10742004,2,5.356107889141443,9
10748334,2,6.261006015351222,8
118916297,2,5.866405824619015,9
122011449,3,5.651523407309492,9
10021791,3,5.821053677449985,10
102358466,3,5.518735284050787,8
10572143,2,5.909069471104462,9
114244561,2,5.484929962603882,7
116050601,2,5.169005247226294,3
118760649,3,5.281422425248386,8
123948441,2,5.935674639286578,8
124924697,2,6.139865512910438,8
102928218,2,4.2985585851559796,9
10298963,2,5.483980467984797,9
10632815,3,5.126914580434873,8
103258066,2,5.6720633591169625,7
10804247,0,5.801376089763463,12
110105858,3,5.047646562833437,4
113078386,2,4.9013069418744015,7
124928417,3,5.479474213423893,11
10344320,2,5.150940771708029,6
10364589,3,5.6262162390168955,8
10516487,2,5.5384372911290995,10
106973146,2,5.266646416141419,7
113485593,2,5.426935138366475,9
118877049,2,5.668866747797318,6
122079457,0,5.731258422246181,6
10311341,3,6.235028379241866,10
10377583,3,6.27537314657041,9
119058345,1,5.525454328469824,6
124686817,2,5.922451162165419,7
111356426,3,6.176744239621911,6
121781761,3,5.572001603848033,9
103185202,2,5.107067689860169,9
106359962,3,5.649916160359586,10
112022106,3,5.663066874175482,9
118814697,3,5.506583099891286,9
100532962,0,5.662765024475913,12
10290949,3,5.576412253931068,9
107080018,3,5.389749430675925,8
10793094,3,6.036023469846725,9
112906890,2,5.935374080600561,5
115777233,2,4.742721623332663,9
118800777,3,5.934313660104744,12
10249075,3,5.825761945577228,9
10319201,3,5.734165429467861,8
10531988,3,5.561496438826777,7
10721724,3,4.886123762327399,9
113782457,3,6.182735344398188,9
117034905,2,5.38964933108847,7
118798041,3,5.498069875837171,6
103191818,3,6.379045488306928,9
10413087,3,6.275494174185927,8
107647570,2,5.579295779253126,9
113601193,3,5.6461131287475865,5
118782929,3,5.774220954849101,9
118808889,3,5.97640529041122,9
10659886,3,6.504075506380209,9
111002490,2,5.5807963796167375,9
119899809,3,5.1476407257533054,9
120119785,3,5.56193173269713,8
123931449,3,5.186346431893763,9
100006950,2,5.108437872931241,6
10799255,2,5.802226529926392,6
112525786,2,5.867966550320097,4
112996714,3,5.544025617788664,10
113147922,3,5.695660211420789,8
116274473,3,5.473504534576516,9
117428305,2,6.26893125777979,5
101297074,2,5.648339680772017,12
10038649,3,5.814109109134912,10
10181667,2,5.603637417048862,7
102064138,2,5.291914929297035,9
10507382,3,6.265615685751197,11
10840157,3,5.950547066809845,5
116377137,3,6.100304892877276,10
102054458,2,5.588351875618561,7
111227890,3,6.343818213776114,10
100149376,3,5.587135838376398,8
103679442,3,5.5292016433142415,9
117024145,3,5.880397121490536,7
117069697,2,5.245696138784653,10
118778673,2,5.525084933447564,2
118888121,3,5.501991739372119,10
10219599,3,5.372554160547233,8
10664091,1,5.167291847064862,3
101915922,3,6.1972605662693825,9
10719665,3,6.020112725302171,7
10768209,3,6.351393352711715,12
113793937,3,4.448661089432523,11
117115569,2,6.012918895052038,4
103216506,3,5.512351340541335,8
10572923,2,5.746254051878208,9
112025322,1,5.6416370693690485,9
119489953,1,5.491834901277546,3
10618353,3,5.466306081380933,9
102333794,0,6.217292567107973,7
117070713,3,5.58190346276671,7
118662905,3,5.266915984601126,10
102952578,3,5.254752525803711,8
10638398,3,5.804490755202929,8
113977305,3,5.382699807797757,10
118811881,3,5.188220831769602,10
124682649,3,6.277057103838784,11
10183941,3,5.733603306719702,9
117916001,3,5.878250525953497,8
120625801,3,5.640337861667591,8
10161032,3,6.226824537889934,8
105488330,2,5.469502293695939,2
114595465,2,5.446565650946361,9
116872833,3,5.467304201438161,7
118831497,3,4.859860396331579,6
10294745,3,6.434113519148721,9
10749684,2,5.872667951665968,6
118970753,3,6.156223316673728,7
119233153,0,4.291991422672447,9
100134611,3,5.6701598021791435,9
100147671,3,6.001791510296334,10
10808308,2,5.1674957272543525,5
113493697,3,5.443618011512606,10
114716833,2,5.542562664998496,9
10405101,3,5.7638510816015325,9
10584671,1,5.559819849781651,3
106568746,2,5.358216942608622,6
106623778,2,6.256488887749969,9
111731282,2,6.000694211339294,7
118394873,2,5.9595964347387795,7
123968217,2,5.266815453085136,7
105233010,2,4.891335224994475,8
10622520,2,5.389128559975197,9
116479041,3,5.849833675928405,10
117015113,3,5.784417294144743,10
10574465,2,5.672880628088026,8
10649045,3,5.691486175592418,9
121187857,2,5.642859071025014,9
121658489,3,5.654120719591151,10
122060865,3,5.440041280549017,9
10469547,2,5.850920144879827,5
113666817,3,5.8490941513646115,10
118690377,3,5.499025283746289,10
120434978,3,5.5159157569117685,10
10659267,3,6.05408203066517,8
116502929,3,5.941287340009369,9
118890377,2,5.557590012121399,4
10303438,3,5.404570282179771,8
107130514,3,6.142604409716425,9
118781361,3,6.212234577034068,12
121955505,2,5.668639853387584,8
100084429,3,5.861171351548743,10
10335674,3,5.895382501426155,10
10350067,2,5.294344412464245,9
10525316,3,5.468407605785884,5
112516818,3,6.376162449362333,7
117068537,3,5.625903485806061,9
118558089,2,5.7558717384284055,7
123307425,3,6.211090635602115,7
10232969,3,5.574702246884238,7
10770945,3,6.040971588194067,9
118066377,3,5.807573776674842,12
120549513,3,5.862798011616578,10
120817089,3,5.97617146040735,10
102117082,2,4.175938156403823,10
10553059,3,5.967423892143774,10
111618922,3,5.280129807704785,8
101180274,3,5.417660000313716,11
10678111,3,5.243880532201122,8
113632273,2,6.212217906456201,8
115861121,3,5.501205550037157,8
120882097,3,6.378317998786253,10
125155241,2,5.686072407570148,7
114674785,2,5.917733957859692,3
116971497,3,5.525280221073867,6
118781177,3,5.375208466370514,12
123763529,2,5.843002221523572,9
10305435,1,5.397692939153132,7
10477197,3,5.533080801488712,8
10712195,2,5.813995441324605,7
118774137,3,5.690528590437511,6
125387458,2,5.614104442100287,8
10459881,3,5.941274353377,9
10604965,3,5.843727550218184,8
115002465,3,5.425525206365906,8
118817865,2,5.261334363130346,7
120448506,2,5.590913604980997,6
100429202,2,5.949479013524162,12
10537433,3,4.824718771534798,9
118798641,3,5.312200138615298,5
122077169,2,5.710491972343288,6
10663375,3,6.043784347895734,9
10717922,2,5.852419443366429,6
122287833,3,6.5137072265473455,11
100023698,2,5.749608344112155,11
102086882,2,6.124103939835868,7
104583538,3,4.944465251925873,7
108061506,3,5.915301714707179,7
118789185,3,5.055864554579715,6
10155815,3,5.842400932720583,12
10470630,3,6.012861020257609,9
111187786,1,5.659025815169141,3
122154985,3,6.1032554204482725,8
118009457,3,6.126832255487007,8
122904977,3,5.931566159416195,10
124546193,2,5.5480784877709,5
10712014,2,5.548938021237645,7
10748345,3,4.7629525842138944,10
118818985,3,6.092047890199458,7
122939081,3,4.887886081288145,10
100122337,3,5.735995211871173,4
112912010,3,5.530746854544063,9
114454825,1,5.341497138766773,6
122106617,3,5.69551682900686,10
107874090,3,5.708702567032106,8
114323969,2,5.35588358240163,9
114797801,2,6.135111283517098,9
10726147,3,5.079459860988009,10
111193122,3,5.483067619632595,9
106164450,2,5.723118920880391,11
10797771,3,5.7696486263377835,9
115291393,2,5.7957479565895085,9
118248009,3,5.685257111585532,9
118805145,3,5.8570957240896835,10
120130201,3,4.906042215626729,9
10081729,2,5.300982873156863,9
10401287,3,6.052135083359409,8
10542153,3,5.41735845575582,10
10633991,3,5.493611943690009,10
110963378,3,6.195010408342413,10
118306897,2,6.015896960722158,8
124124649,2,5.692594130898757,10
102505130,3,6.286218924324715,10
10359074,3,6.074960589852963,9
10643621,2,6.4817529345194815,9
10756147,3,5.701553598879247,8
114634969,3,5.768253057840541,9
117066833,3,5.640206296778927,8
117451033,3,5.697559816431409,8
118760809,3,4.775002394686656,7
10063192,3,5.796560770993864,8
101943338,1,6.526639658761454,3
101958914,3,5.696103766660296,10
10278301,3,5.939664625844032,8
10767994,2,5.898347547323539,6
112597122,3,5.56043442890047,11
118800849,3,4.936495022909331,6
10212716,2,5.62368192591515,6
118787185,2,6.3426822547269275,5
101269810,3,5.484030144899373,9
10773341,2,4.097403527935835,8
10518924,2,5.726808250196794,7
112044866,3,5.430539270772999,7
117027985,3,5.536152019318482,9
117109065,3,5.265168314606767,4
10250573,3,6.273134309862934,8
10325553,3,5.514298022866776,10
10392452,3,5.135501010306903,9
118811593,3,5.178990284317283,7
118813289,2,5.2537573555050585,5
10188077,3,5.950114692553644,9
102503626,3,5.760293563436376,10
10489414,3,5.383007828085181,7
10770943,3,5.880065005331315,10
117015105,2,5.361017876061689,8
118791265,0,5.752100740746578,3
10596763,3,5.3613467983308585,6
10720158,3,5.845114184753776,10
118329481,3,6.108639509327807,10
118427817,3,5.415198882465039,11
118673761,3,6.147556885787361,12
10334732,0,4.96213970580064,3
118475913,3,5.463838598907902,9
119918177,2,5.471610909913944,8
100038207,3,5.478795592853587,5
10587453,1,5.672803027943431,5
10659627,2,5.5822916326009135,3
107045802,3,5.9766235666326875,7
10742814,3,5.5197008855519964,9
113152290,2,5.530148971665569,7
115755785,3,4.312023220059244,11
116737865,2,5.60210421413744,7
118066617,3,5.703287010397672,1
118862313,2,4.877422264424453,6
123679329,3,5.813543220679327,10
10190566,2,6.182690227055505,9
117010761,3,5.834840136808087,6
117040001,3,6.0190448655903985,8
10775373,3,5.493756776840937,10
113419889,2,5.924886674213439,10
103155394,3,5.327564060111496,8
10636336,3,5.454598477996229,10
102697066,3,5.92514032201504,9
10365330,3,5.915451158697102,8
118304897,3,5.7389996459238155,9
118332065,2,6.081464545453432,7
124001625,3,6.025253334756019,10
10645907,3,6.401072738777017,10
10782205,3,5.886678433518287,9
117160881,3,5.122337676711063,9
118180113,1,5.383418599842443,7
118801985,2,6.543515033391756,6
124259025,3,4.885361178406054,6
10183602,3,6.113603383457323,10
102688330,2,5.8205627761824035,8
118797201,2,4.7009088866969,8
101393874,3,5.676457287515463,9
103404602,2,4.35530898518236,10
10703085,3,4.243948699600222,7
10784899,3,4.318348394850115,9
112905002,3,6.405964435439406,12
115867977,3,6.3112356450520055,8
10100267,3,4.204531845823007,10
10120267,3,5.3744859010193196,13
10696059,3,5.75199279301951,8
10757702,2,4.891890389560933,9
122093097,3,5.569691497344136,9
124274137,3,5.748901105576295,9
10117471,3,6.066703722277261,10
10313234,2,5.581446207968978,8
103648954,3,5.097132109821396,7
115619153,3,5.622755376680944,7
124981409,2,6.3976866837925925,5
109539178,3,4.866600674672851,9
115063897,3,5.702394266956862,8
118797393,2,5.221724415030077,6
121970409,1,5.850049881802567,2
10148788,1,5.991727317639999,6
105641514,3,5.649538670937771,19
117208745,3,5.739940920386148,8
101550194,3,5.7736225628048,8
106581010,3,5.9283436933165765,9
10788622,2,5.348843216737352,7
117074225,3,5.470572242337684,7
118789929,2,5.031396105987229,5
10043801,3,5.173536093555205,8
103493258,3,5.8603597978449145,9
103502002,3,6.217598519144377,7
10676669,0,5.518782648626515,5
118776649,1,5.755165064513612,5
118841633,3,5.738518497905846,7
122081305,3,5.473249262537576,10
125864962,2,4.448580969801217,8
10278337,3,5.797322699069297,9
116446601,2,5.859486319616037,7
123241265,2,5.747963387385351,8
10063068,3,5.841508083807805,8
102996298,3,5.758239273779636,10
103216602,3,6.362915082110463,9
10582930,3,6.126960379915856,7
118802153,3,5.433310244051422,9
119535041,3,6.158888179304056,8
122244937,2,5.848078466886491,9
100002543,3,5.536055176950523,10
10038661,3,6.048207848607383,9
101266154,3,5.865733933216129,9
10583026,2,5.5152756960149025,3
125102201,2,5.614422983714651,5
102693874,2,5.959262334294498,8
10687789,3,5.828670428913072,9
110812290,3,6.564316282141521,9
10194017,3,5.8026839320444985,9
10295716,3,5.425804329970138,8
10429097,2,6.4118907144790045,10
112905946,3,5.711228060557078,7
121974361,3,5.870436055811368,8
10239433,3,5.921445628469294,9
10386183,3,5.611718205689842,12
10619850,2,6.248975564699002,5
110846282,2,5.436209977078511,7
117464353,3,6.544433094292003,7
120991385,3,6.2390982474809435,10
100240426,3,6.32404815244388,8
101437378,3,5.698926577029741,7
101992442,2,5.008910799019679,6
112607178,2,6.594647931829736,6
121657113,3,5.923310778355764,5
123459073,2,5.976472186504843,7
102505842,3,5.528907839548447,10
105626402,3,5.641568218487597,6
110943594,2,5.124043618947299,8
103328290,3,5.727678362322311,9
10138087,3,5.754930639483189,10
121074881,2,6.836475083957511,3
10696554,3,5.712321735195061,8
110842146,3,5.474067123517408,8
11165674,2,5.490590129934933,1
117052073,3,5.159915351272734,10
118918993,3,5.978439350715429,12
119666745,3,5.7925476089522565,6
10282135,3,5.734442571879017,10
103006362,3,5.595601086590937,10
10609171,3,5.223550146971879,9
117024545,3,5.422429572382503,7
10544976,2,5.408944384357978,5
117073817,3,5.602883948251116,9
118917177,2,5.690784878827391,11
113186569,3,6.332209321053428,7
117031713,2,5.866280725566482,11
118804441,3,5.728962763672235,9
10112683,3,6.387240338476682,10
10303432,2,5.595979104761601,9
10642055,2,5.414519169304069,10
106582138,2,4.690672661531274,7
113440065,3,5.01978260301305,11
115025641,3,5.238392246684537,6
118816345,3,5.715268410539347,12
125964650,3,5.466547739554204,10
10328045,3,5.8019124119019425,13
10438747,1,5.5881532260963995,7
10731534,3,6.513225614050843,8
108136778,3,5.4082209966680175,9
119149921,0,6.104105792086463,8
121908329,3,5.637817775044773,8
103401674,2,5.556426759950424,7
10826871,3,5.529955947355961,7
109511434,3,5.518394260042538,10
118691289,3,5.526985258776879,9
120601473,2,5.750234628568398,8
10185816,3,5.219540462569472,11
102159722,2,6.0282008202515405,8
103041650,1,4.145694356811076,7
10593238,2,6.283954302676377,6
117026369,3,5.567099670324775,9
122726849,3,5.414759747647588,8
118810873,2,5.551262443271373,4
118828521,2,4.866692334452103,10
122942881,3,5.870802247418808,9
10492242,3,5.166460572475939,10
10648133,3,5.902028381108091,9
113666801,3,5.808974868621909,11
118347857,3,6.091549902322066,9
10324609,2,5.296622063558972,8
10671104,2,5.172998867187824,3
110941154,3,5.595616796118162,8
117020457,3,5.669698951631963,8
117026577,1,5.766612859972319,3
117062825,3,5.4726140806736785,11
10012508,3,5.915998598626263,10
10094682,3,5.039271470452763,10
106364250,3,5.735797203222508,8
117056185,3,5.989564606096921,8
118593769,3,5.841095774761428,9
100100915,2,5.862553700939337,9
10037225,2,5.238795421835388,10
10289862,2,5.992303694136513,3
10341727,2,5.843283173127659,7
10664583,2,4.3836699328778765,9
10668497,3,6.291128427481979,10
110997610,2,5.809567943613156,8
111845074,3,5.534027911406776,10
116190881,3,5.518565166935104,9
118795769,3,5.558966326925632,5
120858513,3,5.111176132539645,8
121123553,3,5.308712717765991,7
10123801,3,5.314529577558715,8
101364834,2,5.351596997625883,4
10312874,2,5.357158298462882,11
10728396,1,6.61461650937913,3
10788532,3,6.590256222010954,10
116706233,3,5.40168682164026,11
119346545,3,4.921560275472997,8
100681730,3,5.45117910400198,9
118766401,2,4.766014647631868,6
119594593,1,5.551957664520268,4
10476665,3,5.605200915151453,8
110958146,1,5.776879458531203,5
117065769,2,5.51660321619839,5
119895073,1,5.9812470361480585,9
10039046,3,5.992312376175329,10
10282591,3,5.573493917984311,9
118702473,3,5.789762843975941,7
118800337,2,5.470395729221647,9
10012191,3,5.233333589585478,9
10363032,0,5.440342546806995,11
106834122,3,5.517212747887739,8
107410522,3,5.815410196567483,8
114183305,3,5.650183543226194,6
119271329,3,5.856477651305361,8
121005753,3,5.492032550461381,10
102938282,3,6.194413243052468,9
118796473,1,5.857007139043685,3
118805001,2,5.3997441845658685,7
118908809,3,5.71826022385704,8
122605561,2,5.861655791863818,7
10127695,3,5.748115727036249,7
102401578,3,5.9971068183828935,10
102499938,3,5.777511284343361,8
10347189,2,5.390644043011099,4
10627115,3,5.554157650570311,7
102437106,3,5.8291280270546455,9
118787313,3,5.87666461073887,12
119749761,3,6.078539955699588,10
105276506,3,5.704013890330264,9
10805160,2,6.430527862279372,7
110622026,3,5.429575742911955,9
117049569,3,6.482938675474198,8
125779698,3,5.620262452653509,10
10366255,3,5.1448665437706556,8
10696204,3,5.107715354461637,8
114464161,3,5.440356032006479,12
115753441,3,6.203941730206562,8
116505025,3,5.943051198584853,8
10457899,3,4.939582964093537,8
114251585,2,5.466759806495579,3
118792825,2,6.386891096457185,3
100076651,3,5.928611295226954,7
118795745,3,4.793184858500432,6
121957913,2,5.546415320055773,10
123384985,2,5.700738556600096,10
10164305,2,5.7573132405941605,8
102246634,2,6.102051124379374,7
10548486,3,5.056496137961042,9
10676303,3,5.893271648544882,10
10747277,3,5.295430951331838,7
116117241,3,5.221632077285525,9
118789345,3,5.549302872294997,10
123563353,3,5.515467659718303,8
10416907,3,6.269953576023932,7
10642486,2,5.338490280904003,7
10697343,2,5.7296948789789495,6
118918017,3,5.99938953590213,9
120270738,1,5.444650008456759,8
123314609,3,5.452593436394957,11
104829330,1,5.543425677367709,8
111995434,3,6.137472128501718,10
112075042,3,5.908620705343778,7
10272326,3,4.903769314333076,8
10648079,3,5.398706447784283,9
110624410,3,5.699607234149748,8
121163233,3,5.652326943695301,9
123810001,3,5.2943795838099295,8
110944498,3,5.436604633111687,7
123511401,3,6.006730719287718,10
100170616,3,5.674832597274435,10
118923665,2,5.975472731861833,8
125775258,1,5.3218992774453815,8
103040946,2,5.630777281566647,7
117008849,2,5.447790443804236,5
119749201,3,5.62046095875003,8
101914266,3,5.56308832970819,9
102085666,2,6.441742040876432,6
103384498,3,5.630621084817776,9
10370848,3,5.346033769398639,11
107736970,3,5.1475954166250855,11
112905898,3,6.4743885813049005,5
118456833,2,5.5790153919727805,8
118785289,3,5.256078084145045,8
117009049,3,5.658371133092544,10
118666249,3,5.836113234736665,9
10670465,2,5.411439820320374,7
10816376,3,5.574226697717085,9
118448081,2,4.479416580618275,6
125330265,2,5.938253762978086,8
10281321,3,5.484739088048427,9
10751501,2,6.259078142996751,9
10774871,3,5.6105564313385266,11
117488401,3,5.503452503706441,9
118842665,2,5.518183433296117,10
10206063,3,5.853829981713564,11
105293346,2,5.3834609181327515,7
115598089,2,5.151895325026987,10
117054417,3,5.729575834875343,15
118006553,3,6.035439651594796,8
118803601,2,5.466809380908097,7
10100628,3,5.75974668833629,12
10210023,2,5.826953904942929,6
10293468,3,5.876108605147683,6
10776078,3,5.394139290324934,8
118790761,3,5.6177698835959475,9
118814929,2,5.67437669860877,5
118819641,3,4.893292390140894,7
122881657,3,5.751752420632237,8
124267545,3,5.471998097234806,5
10671986,3,5.886696739548765,10
109696338,2,5.5543384320536,6
117013905,3,5.789960631219245,9
118770561,2,6.105630794339127,7
10277311,2,5.707203456705822,2
117028241,3,5.581710694996151,10
118206785,3,5.899033625437699,11
118699633,2,5.650849499185423,9
118798201,3,4.969580972295519,9
10306647,2,5.955160783988609,7
110829786,2,5.703308386143639,6
117022737,3,5.57621094399912,10
117108873,3,4.866311909910914,7
122220689,3,6.230608810833565,11
103133802,2,6.146047274897001,3
103161530,3,5.275245624070738,9
112480378,2,5.6755500506516166,6
118808241,3,5.85183753483087,10
120939545,3,5.834152167255975,9
10208063,3,4.195057293743382,11
10272985,3,4.99564734501118,8
103530058,2,5.230165526314395,9
10579286,2,5.314912992394246,7
10762615,3,5.711246544769759,7
118322689,3,6.46869033809413,6
125812730,3,5.453696927057188,8
10097074,2,6.109094336061463,8
101009538,3,6.117064514611291,10
10458730,3,5.341406511844392,11
112027066,3,5.88870278443004,12
115862809,2,5.616293186814686,7
119543617,2,5.480746663773178,3
10275639,3,6.3669887915391,10
10294613,3,5.952835151216066,10
103441042,3,5.177345492452303,8
117110985,3,5.507703620528474,11
118800217,2,5.512584281893125,8
111811122,2,5.94466054028637,7
112007530,3,4.508612168000647,9
115749225,3,5.876682105366313,10
117051577,3,6.085008590696765,9
117056905,3,5.619025705199515,9
117106585,1,5.715725578440518,3
116849473,3,6.082591876171364,11
123397273,2,5.946864786898307,7
100002652,3,5.796343438080566,9
10665583,0,5.80748160480653,3
110577578,2,5.384256066281957,3
114707833,3,5.781198807263734,8
117164105,3,5.755054950428365,7
104838370,3,5.212240694855769,8
113980657,2,5.3246216322418825,6
118916201,2,6.1476296158068635,9
10135747,2,4.912868117078906,11
10393533,3,5.502092904596338,10
106205842,2,5.385761406923304,3
107694242,2,5.678231405598186,3
110512450,3,5.365522077825499,9
116989929,3,5.763113794420108,9
118787177,2,5.924115802548305,9
118809849,3,5.464049675860181,10
120644769,3,5.887882206006004,8
121168273,3,5.99128277919559,8
10007871,3,5.814357824961794,9
121778417,3,5.878614540318636,8
10408117,3,5.842680057926106,8
103636594,1,5.644342963444229,7
10739435,3,6.0494309689737475,8
10751154,3,5.969296537309883,7
120171578,3,5.440323087807201,5
10534600,2,5.305434626579602,8
10664338,3,6.147409955427377,10
118805233,3,5.4156330352386615,8
118828337,2,5.5837069076319885,7
119285537,3,5.949708780804577,8
100799026,2,5.55778970962694,5
105226074,3,5.308862012812192,10
105514250,2,5.478018352615194,4
119961113,3,6.169542705242295,10
122153417,3,5.6939400662294375,3
10182539,2,6.139125788161219,10
10275436,3,5.897628103839285,10
10642259,3,5.706607869077937,10
111124922,3,5.974141782888437,10
116034321,3,5.539279257412013,9
117108641,3,4.902348654295297,8
10416024,3,5.654452946760972,10
10566682,3,5.385980098055586,9
113067034,3,5.673363449740936,9
117012793,3,5.797416614594237,11
117042817,3,5.7895003284809015,7
10165771,1,5.610319543075272,9
10765017,2,6.0732962101838135,7
10803667,3,5.2976743909769475,8
116191217,3,6.428196172572661,9
117069353,3,5.605378722629217,8
123321857,3,5.154610170788887,9
10404691,3,5.8804436959312145,8
10660150,2,5.875063043658293,10
10667763,3,5.082085045168812,7
123675369,3,5.886051301060433,10
125996858,3,5.471125951103729,9
103738138,3,5.658176384647284,5
10491749,3,4.3379552670243715,9
121157737,2,5.535368680103155,3
10330725,3,5.6077254227100575,8
10548799,3,5.25196253738284,7
113172298,3,5.399371171620132,8
115450025,3,6.029072237186781,12
116133289,3,5.579138808806305,10
121629529,2,5.841651401179671,5
10756966,2,5.546193431981998,3
118726337,2,5.876382452364917,5
118803113,2,5.436529634074773,9
118805049,3,5.2423356798009495,5
10381846,3,5.716592187644528,7
117054081,3,4.956534508811978,8
117528729,2,5.431343349445283,5
118771169,2,6.1879896999331,6
119439657,3,6.417450322126527,9
10038653,3,5.635242595094633,11
102837378,3,5.399774453858344,8
10598602,2,6.032237690892901,8
10711258,3,5.299334919014626,10
109772898,2,4.951444053903409,9
111196866,2,4.9903942745318615,7
120104001,3,5.577931942076804,9
103410906,1,5.921680002357775,6
115752577,3,6.116453608238493,7
117075241,2,5.164192949126004,8
117113497,3,6.104796741740993,13
118891361,2,5.620286434968547,7
118916617,3,6.037227367684135,13
118918985,3,5.407165679063797,8
120728913,2,5.655596436840548,8
10278503,3,5.321689331689272,7
104673194,1,5.533157248847518,9
10619176,2,5.625434875973125,3
118970329,3,4.426194109158709,8
101419538,3,5.509878257923667,10
102225434,2,6.691806964863089,6
10650683,3,5.914166790693748,10
119069129,3,5.733669398802781,11
119663369,3,5.044401907018765,5
10417888,2,5.022102220634501,7
10443328,3,5.446073720394769,12
10466684,3,5.631143846639322,9
110962402,2,5.709054552235874,8
117025201,2,5.850360570675218,5
123025297,3,5.879746381382009,9
125155433,3,5.007723938449679,8
10053442,3,5.307758763936986,9
114783777,3,5.56963370513801,6
122367425,3,5.36608124426954,10
10392454,3,5.375411823802474,11
