courier_id,wave_index,tracking_id,weather_grade,pick_lng,pick_lat,deliver_lng,deliver_lat,create_time,confirm_time,assigned_time,promise_deliver_time,estimate_pick_time,aoi_id,shop_id
100002543,3,2100076043279042258,正常天气,121.634326,39.13945,121.627454,39.133901,1583036107,1583036108,1583036150,1583038927,1583037308,13f8f2302b45997388ede0af8ae9666c,8ba9b3c86b2c240b3436e5431ad68cdf
100002543,3,2100076045156320581,正常天气,121.630624,39.134761,121.627434,39.151311,1583036574,1583036575,1583036629,1583039154,1583037835,bf49288eb197bc6b44fa0573acf8c74d,d97fb99890e2ace6955f21909cdd62dc
100002543,3,2100076044413207877,正常天气,121.630624,39.134761,121.628234,39.151201,1583036761,1583036762,1583036809,1583039641,1583038022,bf49288eb197bc6b44fa0573acf8c74d,d97fb99890e2ace6955f21909cdd62dc
100002543,3,2100076044139038021,正常天气,121.630624,39.134761,121.626044,39.151461,1583037264,1583037266,1583037289,1583040204,1583038706,bf49288eb197bc6b44fa0573acf8c74d,d97fb99890e2ace6955f21909cdd62dc
100002543,3,2100076045016368756,正常天气,121.628645,39.134531,121.629434,39.163821,1583037530,1583037530,1583037829,1583040530,1583038430,4b63bb7d8b5d8c847adbced3a03eb117,d5f36d54c0b0e914d6676fd87bfd5a0c
100006950,3,2100076084260308951,正常天气,121.405083,39.038953,121.404974,39.043881,1583059661,1583059662,1583059719,1583061641,1583060442,594ca29a20304cd527afc692855baa8d,c9ffd2d8caf2a4eb70b304097d59c4ea
100006950,3,2100076084649002967,正常天气,121.405083,39.038953,121.400604,39.047261,1583059965,1583059967,1583060020,1583062005,1583060747,077f0ac3ad8ba641e5ac0defcd59f75e,c9ffd2d8caf2a4eb70b304097d59c4ea
100006950,3,2100076085507393263,正常天气,121.412077,39.042021,121.395734,39.044271,1583059998,1583059999,1583060079,1583063178,1583061259,6f0f2c8a4249e332ed571627d889c3d8,a5f58cbe918e7ed240a9dbd77f9305e6
100006950,3,2100076086414968050,正常天气,121.411774,39.042251,121.401354,39.044701,1583060198,1583060204,1583060259,1583062418,1583061284,4021e054ae7bf60be3618d495c130039,0079217185fc5b5fc1ff7709109fa040
100006950,3,2100076086461237066,正常天气,121.411257,39.042865,121.396294,39.047231,1583060461,1583060463,1583060499,1583063341,1583061483,3673caaa2db4ffaee80ba001703c8912,a5a834b5cafd03031f5bb4f52fbdca05
100023698,1,2100076040734213701,正常天气,121.374269,39.135742,121.368704,39.137181,1583035403,1583035404,1583035427,1583037983,1583036544,43633952a76eefc08a5678028e4f7704,840f626ac9a52ccd4f2a74036ee5d23e
100023698,1,2100076041893774773,正常天气,121.376732,39.135899,121.354614,39.147041,1583035424,1583035425,1583035487,1583038544,1583036325,ce261374e378b9588a14b6689d0befed,478c81b3545dbcb16aa5bfaba7a04ae1
100023698,1,2100076041912583605,正常天气,121.376732,39.135899,121.361154,39.146491,1583035552,1583035553,1583035608,1583038612,1583036453,013cf9cfa8b5722173fac572c3acaf96,478c81b3545dbcb16aa5bfaba7a04ae1
100023698,1,2100076044167808437,正常天气,121.376732,39.135899,121.368024,39.136641,1583035935,1583035936,1583035968,1583038815,1583036836,3c462fbfc450ce52a010a467d8f60f48,478c81b3545dbcb16aa5bfaba7a04ae1
100076651,1,2100076039460095536,正常天气,121.408435,39.190767,121.411744,39.191301,1583034548,1583035149,1583035175,1583037608,1583036168,9b51a75a0f750ba340a0d76a55898712,d3b31da76ce54a6903ccc2b3de7ea0d0
100076651,1,2100076038800049303,正常天气,121.408339,39.190729,121.423304,39.195121,1583034874,1583034878,1583034935,1583037454,1583036138,c04fb97b097d8814c6878902dc573e95,7d300c1dd8c91a507d1ed3f3dcff2710
100076651,1,2100076040338506932,正常天气,121.408354,39.190886,121.432524,39.200791,1583035143,1583035147,1583035175,1583039403,1583036947,d320a8658cbd1f7942dddab4d5104d12,2f178b470962ba62d19a5be774627fdd
100076651,1,2100076040341751098,正常天气,121.408435,39.190768,121.416384,39.192361,1583035161,1583035162,1583035235,1583038581,1583036962,2950fd420275a7784f1bb994baeb6426,caf5ff2440fbf79aacec919f81edadd7
100076651,1,2100076040075543732,正常天气,121.408354,39.190886,121.431824,39.200491,1583035183,1583035187,1583035235,1583039263,1583037167,d320a8658cbd1f7942dddab4d5104d12,2f178b470962ba62d19a5be774627fdd
100076651,1,2100076043962910416,正常天气,121.408413,39.191178,121.433174,39.202531,1583036563,1583036563,1583036614,1583039443,1583036935,d320a8658cbd1f7942dddab4d5104d12,024b2213ff7261b832e7d5bb0b228fcd
100076651,3,2100076075009934896,正常天气,121.408435,39.190767,121.425404,39.185051,1583054427,1583055028,1583055034,1583059647,1583056528,64a9d01520f8b431bb79998bd1ca1350,d3b31da76ce54a6903ccc2b3de7ea0d0
100076651,3,2100076077316114337,正常天气,121.408351,39.190756,121.428764,39.183291,1583055768,1583055772,1583055814,1583058708,1583056432,44f4e4e30612452c7bdfcca0f102edd9,0a4ff818a4814d444a3da52206991cde
100076651,3,2100076075808196307,正常天气,121.408514,39.190741,121.421194,39.193121,1583055794,1583055798,1583055814,1583058194,1583056758,3c411b00a5dc677b840527b05279e9f8,42e5a9b9424ae691398aa93af7e82cd7
100100915,1,2100076077447808702,正常天气,121.528064,39.277271,121.530114,39.285481,1583055517,1583055531,1583056147,1583065117,1583059131,966029d82dca378668e9e1d17322c39d,3c8fd900b62387b5191dc1c75d2d4b67
100100915,1,2100076075462198597,正常天气,121.528423,39.277015,121.527654,39.285481,1583055672,1583055673,1583055726,1583058192,1583056633,af6217ec60ca0f025c34044cd8a985b9,241918ac026c81aef262b835a80cfa3d
100100915,1,2100076076336612677,正常天气,121.528423,39.277015,121.527654,39.285481,1583055777,1583055778,1583055787,1583057877,1583056738,af6217ec60ca0f025c34044cd8a985b9,241918ac026c81aef262b835a80cfa3d
100100915,1,2100076076133876746,正常天气,121.528846,39.276562,121.533014,39.288381,1583056180,1583056180,1583056207,1583059300,1583057200,7ca92714550f99f01f59bfff7fcba25c,ae86d1c07ea5504e3f533be52844aeb7
100100915,1,2100076074482664915,正常天气,121.528817,39.277939,121.530134,39.287931,1583056409,1583056410,1583056446,1583058930,1583057374,7ca92714550f99f01f59bfff7fcba25c,cfcd208495d565ef66e7dff9f98764da
100100915,1,2100076082596775614,正常天气,121.528068,39.277275,121.533284,39.280041,1583057995,1583058578,1583058606,1583066995,1583062178,e1636c1f41edaa2faafd0af545f1b4ff,3c8fd900b62387b5191dc1c75d2d4b67
100100915,1,2100076081901831887,正常天气,121.524285,39.278419,121.529564,39.282811,1583058145,1583058146,1583058187,1583061265,1583059346,af6217ec60ca0f025c34044cd8a985b9,253e8c85ed4d2c88764d3ff446fdc3ff
