courier_id,wave_index,tracking_id,weather_grade,pick_lng,pick_lat,deliver_lng,deliver_lat,create_time,confirm_time,assigned_time,promise_deliver_time,estimate_pick_time,aoi_id,shop_id
100002543,0,2100076467848021620,正常天气,121.628645,39.134531,121.636934,39.132951,1583465548,1583465548,1583465571,1583467948,1583466808,0600bfe432c5290d2a5e53cc84c2f1b2,d5f36d54c0b0e914d6676fd87bfd5a0c
100002543,0,2100076466713330760,正常天气,121.630467,39.139444,121.641824,39.124041,1583465592,1583465594,1583465631,1583468052,1583466494,8bebabafa1a9eada63c4bb98cd72c970,657cfd65ce9ea601dc18282c1d337b15
100002543,0,2100076470213182536,正常天气,121.630467,39.139444,121.627294,39.123761,1583466031,1583466032,1583466052,1583468791,1583466752,c9dfc5903b0fb6de0555325ecd0d368c,657cfd65ce9ea601dc18282c1d337b15
100002543,0,2100076472460444744,正常天气,121.630467,39.139444,121.638344,39.124081,1583466500,1583466502,1583466591,1583469320,1583467762,8ecf13233912893a3964f7519f9c1244,657cfd65ce9ea601dc18282c1d337b15
100002543,0,2100076470684582984,正常天气,121.630467,39.139444,121.627354,39.123231,1583466577,1583466579,1583466591,1583469697,1583467719,c9dfc5903b0fb6de0555325ecd0d368c,657cfd65ce9ea601dc18282c1d337b15
100002543,0,2100076473091130440,正常天气,121.630467,39.139444,121.633774,39.123421,1583466591,1583466593,1583466651,1583469591,1583467733,2781858a7840b0f66ecaa682985f2d84,657cfd65ce9ea601dc18282c1d337b15
100002652,0,2100076480881854097,正常天气,121.565643,39.144906,121.541014,39.152121,1583469935,1583469940,1583469970,1583472515,1583470540,705acdfcbe3d54c3eb0b1e91218e8c50,72def4f5fe7b2f6d7e7354ff7c443cd6
100002652,0,2100076481480164611,正常天气,121.568571,39.149773,121.551374,39.149771,1583470034,1583470035,1583470091,1583472314,1583470935,f1bc5165dbcf144bb2d0908c9b892aa8,592d482740760293fa2e5d7ca4babd1f
100002652,0,2100076483679979410,正常天气,121.551276,39.15102,121.551344,39.150401,1583470562,1583470599,1583470633,1583472362,1583471859,f1bc5165dbcf144bb2d0908c9b892aa8,547fedddbd6d232945cd2b984a6d31db
100002652,2,2100076518342788303,恶劣天气,121.570171,39.148883,121.564924,39.144321,1583489823,1583489830,1583490070,1583492403,1583490970,f00c08051ed098c8945ce2888ac7460d,e54a2748cc2504316007999fb683d78b
100002652,2,2100076520321943315,恶劣天气,121.568226,39.149518,121.560944,39.142351,1583490257,1583490390,1583490430,1583495177,1583491650,ac7b13177bdf87e9e21ad0f5a6cd76ae,3b66e197c1b060c88bb1fe13cee1f3b8
100002652,2,2100076521083667463,恶劣天气,121.568558,39.144311,121.562034,39.144191,1583490774,1583490777,1583490790,1583492634,1583491377,5ff45c6c0c40235210f8178c02b50640,2070c74b85e6e8edfdf846b13c938912
